longitud,latitud,iata_code,airport_name,region,country,dep_amount,pass_amount
44.100174949999996,15.357488127906656,ZAD,Zadar Airport,Zadar,Croatia,2,No info
45.74027185,16.07231616098094,ZAG,Zagreb Airport (Pleso Airport),Zagreb,Croatia,81,6188
6.92226375,122.05983240893659,ZAM,Zamboanga International Airport,Zamboanga City,Philippines,6,176
41.6676807,-1.0437423279666378,ZAZ,Zaragoza Airport,Zaragoza,Spain,175,487
47.63001475,-65.73576232395344,ZBF,Bathurst Airport,"Bathurst, New Brunswick",Canada,2,5
45.2894744,-72.74356101361118,ZBM,Bromont (Roland Désourdy) Airport,"Bromont, Quebec",Canada,19,40
52.1846257,-128.15724204855366,ZEL,Bella Bella (Campbell Island) Airport,"Bella Bella, British Columbia",Canada,13,44
17.6036076,-101.46199568977451,ZIH,Ixtapa-Zihuatanejo International Airport,"Zihuatanejo, Guerrero",Mexico,47072,4503953
19.1447539,-104.55803073181045,ZLO,Playa de Oro International Airport,"Manzanillo, Colima",Mexico,19895,1557557
51.735007249999995,-121.33244427979807,ZMH,South Cariboo Regional Airport,"108 Mile Ranch, British Columbia",Canada,1,5
54.0258747,-132.1238959748132,ZMT,Masset Airport,"Masset, British Columbia",Canada,5,91
49.1698302,-123.9351766,ZNA,Nanaimo Harbour Water Airport,"Nanaimo, British Columbia",Canada,1997,8712
-45.019299950000004,168.74343994415125,ZQN,Queenstown Airport,Queenstown,New Zealand,2,2
47.4635489,8.553204683227131,ZRH,Zurich Airport,Zürich,Switzerland,251253,45099128
49.9218048,-126.6534942,ZTS,Tahsis Water Aerodrome,"Tahsis, British Columbia",Canada,14,47
22.0084784,113.37242495504282,ZUH,Zhuhai Sanzao Airport,"Zhuhai, Guangdong",China,1,258
